"Family","PDF_Name","Table_ID","Rows","Cols","Caption"
"F3","stm32f378cc","table_25","6","7","Table 25. Embedded internal reference voltage."
"F3","stm32f378cc","table_28","1","8","Table 28. Typical and maximum V consumption in Stop mode"
"F3","stm32f378cc","table_29","1","14","Table 29. Typical and maximum V consumption in Stop mode"
"F3","stm32f378cc","table_30","2","14","Table 30. Typical and maximum current consumption from V supply."
"F3","stm32f378cc","table_35","3","6","Table 35. Low-power mode wakeup timings"
"F3","stm32f378cc","table_36","6","7","Table 36. High-speed external user clock characteristics."
"F3","stm32f378cc","table_37","5","7","Table 37. Low-speed external user clock characteristics."
"F3","stm32f378cc","table_41","3","6","Table 41. LSI oscillator characteristics."
"F3","stm32f378cc","table_42","5","6","Table 42. PLL characteristics."
"F3","stm32f378cc","table_43","5","7","Table 43. Flash memory characteristics."
"F3","stm32f378cc","table_44","4","5","Table 44. Flash memory endurance and data retention."
"F3","stm32f378cc","table_46","4","6","Table 46. EMI characteristics."
"F3","stm32f378cc","table_47","3","6","Table 47. ESD absolute maximum ratings."
"F3","stm32f378cc","table_53","6","7","Table 53. NRST pin characteristics"
"F3","stm32f378cc","table_54","4","7","Table 54. NPOR pin characteristics"
"F3","stm32f378cc","table_65","5","6","Table 65. TS characteristics."
"F3","stm32f378cc","table_66","4","6","Table 66. V monitoring characteristics"
"F3","stm32f378cc","table_71","5","8","Table 71. VREFSD+ pin characteristics."
"F3","stm32f398ve","table_20","5","7","Table 20. Embedded internal reference voltage"
"F3","stm32f398ve","table_24","1","8","Table 24. Typical and maximum V consumption in Stop mode 67 DD"
"F3","stm32f398ve","table_25","1","14","Table 25. Typical and maximum V consumption in Stop mode 67 DDA"
"F3","stm32f398ve","table_26","1","8","Table 26. Typical and maximum current consumption from V supply 67 BAT"
"F3","stm32f398ve","table_31","3","5","Table 31. Low-power mode wakeup timings"
"F3","stm32f398ve","table_33","5","7","Table 33. Low-speed external user clock characteristics"
"F3","stm32f398ve","table_37","3","6","Table 37. LSI oscillator characteristics"
"F3","stm32f398ve","table_38","5","6","Table 38. PLL characteristics"
"F3","stm32f398ve","table_39","5","7","Table 39. Flash memory characteristics"
"F3","stm32f398ve","table_4","6","8","Table 4. Timer feature comparison"
"F3","stm32f398ve","table_40","4","5","Table 40. Flash memory endurance and data retention"
"F3","stm32f398ve","table_44","4","5","Table 44. Asynchronous non-multiplexed SRAM/PSRAM/NOR write-NWAIT timings"
"F3","stm32f398ve","table_45","4","5","Table 45. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"F3","stm32f398ve","table_48","4","5","Table 48. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"F3","stm32f398ve","table_55","5","5","Table 55. Switching characteristics for NAND Flash read cycles"
"F3","stm32f398ve","table_56","6","5","Table 56. Switching characteristics for NAND Flash write cycles"
"F3","stm32f398ve","table_58","4","6","Table 58. EMI characteristics"
"F3","stm32f398ve","table_59","2","6","Table 59. ESD absolute maximum ratings"
"F3","stm32f398ve","table_61","6","5","Table 61. I/O current injection susceptibility"
"F3","stm32f398ve","table_65","6","7","Table 65. NRST pin characteristics"
"F3","stm32f398ve","table_66","4","7","Table 66. NPOR pin characteristics"
"F3","stm32f398ve","table_8","5","5","Table 8. STM32F398VE SPI/I2S implementation"
"F3","stm32f398ve","table_81","5","6","Table 81. TS characteristics"
"F3","stm32f398ve","table_83","4","6","Table 83. V monitoring characteristics 142 BAT"
"F4","stm32f401cb","table_15","4","7","Table 15. Features depending on the operating power supply range"
"F4","stm32f401cb","table_17","2","5","Table 17. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f401cb","table_18","4","6","Table 18. Operating conditions at power-up / power-down (regulator OFF)."
"F4","stm32f401cb","table_27","5","9","Table 27. Typical and maximum current consumptions in Stop mode - V =1.8V."
"F4","stm32f401cb","table_28","5","9","Table 28. Typical and maximum current consumption in Stop mode - V =3.3V."
"F4","stm32f401cb","table_29","5","9","Table 29. Typical and maximum current consumption in Standby mode - V =1.8V"
"F4","stm32f401cb","table_3","5","5","Table 3. Regulator ON/OFF and internal power supply supervisor availability."
"F4","stm32f401cb","table_30","2","9","Table 30. Typical and maximum current consumption in Standby mode - V =3.3V."
"F4","stm32f401cb","table_31","2","10","Table 31. Typical and maximum current consumptions in V mode."
"F4","stm32f401cb","table_34","6","6","Table 34. Low-power mode wakeup timings(1)."
"F4","stm32f401cb","table_37","6","7","Table 37. HSE 4-26 MHz oscillator characteristics."
"F4","stm32f401cb","table_38","3","7","Table 38. LSE oscillator characteristics (f = 32.768 kHz)"
"F4","stm32f401cb","table_4","5","10","Table 4. Timer feature comparison."
"F4","stm32f401cb","table_40","3","6","Table 40. LSI oscillator characteristics"
"F4","stm32f401cb","table_43","3","6","Table 43. SSCG parameters constraint"
"F4","stm32f401cb","table_44","3","7","Table 44. Flash memory characteristics."
"F4","stm32f401cb","table_47","5","5","Table 47. Flash memory endurance and data retention."
"F4","stm32f401cb","table_50","4","6","Table 50. EMI characteristics for LQFP100"
"F4","stm32f401cb","table_51","2","6","Table 51. ESD absolute maximum ratings."
"F4","stm32f401cb","table_53","5","5","Table 53. I/O current injection susceptibility."
"F4","stm32f401cb","table_57","4","7","Table 57. NRST pin characteristics"
"F4","stm32f401cb","table_6","3","10","Table 6. USART feature comparison"
"F4","stm32f401cb","table_67","5","6","Table 67. ADC accuracy at f = 18MHz"
"F4","stm32f401cb","table_68","5","6","Table 68. ADC accuracy at f = 30MHz"
"F4","stm32f401cb","table_69","5","6","Table 69. ADC accuracy at f = 36MHz"
"F4","stm32f401cb","table_70","4","7","Table 70. ADC dynamic accuracy at f = 18MHz - limited test conditions"
"F4","stm32f401cb","table_71","4","7","Table 71. ADC dynamic accuracy at f = 36MHz - limited test conditions"
"F4","stm32f401cb","table_72","5","6","Table 72. Temperature sensor characteristics."
"F4","stm32f401cb","table_74","4","6","Table 74. V monitoring characteristics"
"F4","stm32f401cb","table_75","5","7","Table 75. Embedded internal reference voltage."
"F4","stm32f401cb","table_78","1","5","Table 78. RTC characteristics"
"F4","stm32f401cd","table_15","4","7","Table 15. Features depending on the operating power supply range"
"F4","stm32f401cd","table_17","2","5","Table 17. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f401cd","table_18","4","6","Table 18. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f401cd","table_27","5","8","Table 27. Typical and maximum current consumptions in Stop mode - V =1.8 V 69 DD"
"F4","stm32f401cd","table_28","5","8","Table 28. Typical and maximum current consumption in Stop mode - V =3.3 V 69 DD"
"F4","stm32f401cd","table_29","2","8","Table 29. Typical and maximum current consumption in Standby mode - V =1.8 V 70 "
"F4","stm32f401cd","table_3","5","5","Table 3. Regulator ON/OFF and internal power supply supervisor availability"
"F4","stm32f401cd","table_30","2","8","Table 30. Typical and maximum current consumption in Standby mode - V =3.3 V 70 "
"F4","stm32f401cd","table_31","2","9","Table 31. Typical and maximum current consumptions in V mode 70 BAT"
"F4","stm32f401cd","table_34","6","6","Table 34. Low-power mode wake-up timings(1)"
"F4","stm32f401cd","table_37","6","7","Table 37. HSE 4-26 MHz oscillator characteristics"
"F4","stm32f401cd","table_38","3","7","Table 38. LSE oscillator characteristics (f = 32.768 kHz) 79 LSE"
"F4","stm32f401cd","table_4","5","10","Table 4. Timer feature comparison"
"F4","stm32f401cd","table_40","3","6","Table 40. LSI oscillator characteristics"
"F4","stm32f401cd","table_41","4","7","Table 41. Main PLL characteristics"
"F4","stm32f401cd","table_43","3","6","Table 43. SSCG parameters constraint"
"F4","stm32f401cd","table_44","3","7","Table 44. Flash memory characteristics"
"F4","stm32f401cd","table_47","4","5","Table 47. Flash memory endurance and data retention"
"F4","stm32f401cd","table_50","4","6","Table 50. EMI characteristics for LQFP100"
"F4","stm32f401cd","table_51","2","6","Table 51. ESD absolute maximum ratings"
"F4","stm32f401cd","table_53","5","5","Table 53. I/O current injection susceptibility"
"F4","stm32f401cd","table_54","6","7","Table 54. I/O static characteristics"
"F4","stm32f401cd","table_56","5","8","Table 56. I/O AC characteristics"
"F4","stm32f401cd","table_57","4","7","Table 57. NRST pin characteristics"
"F4","stm32f401cd","table_6","3","10","Table 6. USART feature comparison"
"F4","stm32f401cd","table_67","5","6","Table 67. ADC accuracy at f = 18 MHz 108 ADC"
"F4","stm32f401cd","table_68","5","6","Table 68. ADC accuracy at f = 30 MHz 108 ADC"
"F4","stm32f401cd","table_69","5","6","Table 69. ADC accuracy at f = 36 MHz 108 ADC"
"F4","stm32f401cd","table_70","4","7","Table 70. ADC dynamic accuracy at f = 18 MHz - limited test conditions 109 ADC"
"F4","stm32f401cd","table_71","4","7","Table 71. ADC dynamic accuracy at f = 36 MHz - limited test conditions 109 ADC"
"F4","stm32f401cd","table_72","5","6","Table 72. Temperature sensor characteristics"
"F4","stm32f401cd","table_74","4","6","Table 74. V monitoring characteristics 113 BAT"
"F4","stm32f401cd","table_75","5","7","Table 75. Embedded internal reference voltage"
"F4","stm32f401cd","table_78","1","5","Table 78. RTC characteristics"
"F4","stm32f405oe","table_11","6","5","Table 11. Voltage characteristics"
"F4","stm32f405oe","table_15","4","7","Table 15. Limitations depending on the operating power supply range"
"F4","stm32f405oe","table_16","4","6","Table 16. VCAP_1/VCAP_2 operating conditions"
"F4","stm32f405oe","table_17","2","5","Table 17. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f405oe","table_18","4","6","Table 18. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f405oe","table_23","4","8","Table 23. Typical and maximum current consumptions in Stop mode"
"F4","stm32f405oe","table_24","4","9","Table 24. Typical and maximum current consumptions in Standby mode"
"F4","stm32f405oe","table_25","4","9","Table 25. Typical and maximum current consumptions in V mode 93 BAT"
"F4","stm32f405oe","table_29","6","6","Table 29. Low-power mode wakeup timings"
"F4","stm32f405oe","table_3","3","5","Table 3. Regulator ON/OFF and internal reset ON/OFF availability"
"F4","stm32f405oe","table_32","5","7","Table 32. HSE 4-26 MHz oscillator characteristics"
"F4","stm32f405oe","table_33","6","7","Table 33. LSE oscillator characteristics (f = 32.768 kHz) 104 LSE"
"F4","stm32f405oe","table_35","3","6","Table 35. LSI oscillator characteristics"
"F4","stm32f405oe","table_38","3","6","Table 38. SSCG parameters constraint"
"F4","stm32f405oe","table_39","3","7","Table 39. Flash memory characteristics"
"F4","stm32f405oe","table_42","4","5","Table 42. Flash memory endurance and data retention"
"F4","stm32f405oe","table_45","2","6","Table 45. ESD absolute maximum ratings"
"F4","stm32f405oe","table_47","5","5","Table 47. I/O current injection susceptibility"
"F4","stm32f405oe","table_5","6","10","Table 5. USART feature comparison"
"F4","stm32f405oe","table_54","1","5","Table 54. I2C analog filter characteristics"
"F4","stm32f405oe","table_60","1","6","Table 60. USB HS DC electrical characteristics"
"F4","stm32f405oe","table_63","1","6","Table 63. Ethernet DC electrical characteristics"
"F4","stm32f405oe","table_64","4","6","Table 64. Dynamic characteristics: Ethernet MAC signals for SMI"
"F4","stm32f405oe","table_68","5","6","Table 68. ADC accuracy at f = 30 MHz 137 ADC"
"F4","stm32f405oe","table_69","5","6","Table 69. Temperature sensor characteristics"
"F4","stm32f405oe","table_71","4","6","Table 71. V monitoring characteristics 141 BAT"
"F4","stm32f405oe","table_72","5","7","Table 72. Embedded internal reference voltage"
"F4","stm32f405oe","table_74","3","7","Table 74. DAC characteristics"
"F4","stm32f405oe","table_86","6","5","Table 86. Switching characteristics for NAND flash write cycles"
"F4","stm32f405oe","table_87","3","5","Table 87. DCMI characteristics"
"F4","stm32f405oe","table_89","1","5","Table 89. RTC characteristics"
"F4","stm32f410c8","table_16","4","7","Table 16. Features depending on the operating power supply range"
"F4","stm32f410c8","table_18","2","5","Table 18. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f410c8","table_19","4","6","Table 19. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f410c8","table_3","3","8","Table 3. Embedded bootloader interfaces"
"F4","stm32f410c8","table_32","2","9","Table 32. Typical and maximum current consumption in Standby mode - V = 1.7 V 69"
"F4","stm32f410c8","table_33","2","9","Table 33. Typical and maximum current consumption in Standby mode - V = 3.6 V 70"
"F4","stm32f410c8","table_34","3","10","Table 34. Typical and maximum current consumptions in V mode BAT"
"F4","stm32f410c8","table_43","3","6","Table 43. LSI oscillator characteristics"
"F4","stm32f410c8","table_45","3","6","Table 45. SSCG parameter constraints"
"F4","stm32f410c8","table_46","3","7","Table 46. Flash memory characteristics"
"F4","stm32f410c8","table_49","5","5","Table 49. Flash memory endurance and data retention"
"F4","stm32f410c8","table_5","6","10","Table 5. Timer feature comparison"
"F4","stm32f410c8","table_51","5","6","Table 51. EMI characteristics for fHSE = 8 MHz and fHCLK = 64 MHz"
"F4","stm32f410c8","table_52","6","7","Table 52. ESD absolute maximum ratings"
"F4","stm32f410c8","table_54","5","5","Table 54. I/O current injection susceptibility"
"F4","stm32f410c8","table_68","5","6","Table 68. ADC accuracy at f = 30 MHz 110 ADC"
"F4","stm32f410c8","table_69","5","6","Table 69. ADC accuracy at f = 36 MHz 110 ADC"
"F4","stm32f410c8","table_7","3","10","Table 7. USART feature comparison"
"F4","stm32f410c8","table_70","5","6","Table 70. ADC dynamic accuracy at f = 18 MHz - limited test conditions 110 ADC"
"F4","stm32f410c8","table_71","5","6","Table 71. ADC dynamic accuracy at f = 36 MHz - limited test conditions 110 ADC"
"F4","stm32f410c8","table_72","5","6","Table 72. Temperature sensor characteristics"
"F4","stm32f410c8","table_74","4","6","Table 74. V monitoring characteristics 113 BAT"
"F4","stm32f410c8","table_75","5","7","Table 75. Embedded internal reference voltage"
"F4","stm32f410c8","table_78","1","5","Table 78. RTC characteristics"
"F4","stm32f410c8","table_88","1","6","Table 88. Limitations depending on the operating power supply range"
"F4","stm32f411cc","table_17","2","5","Table 17. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f411cc","table_18","4","6","Table 18. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f411cc","table_28","5","9","Table 28. Typical and maximum current consumption in Stop mode - V =3.6 V 76 DD"
"F4","stm32f411cc","table_29","2","9","Table 29. Typical and maximum current consumption in Standby mode - V = 1.7 V 76"
"F4","stm32f411cc","table_3","5","5","Table 3. Regulator ON/OFF and internal power supply supervisor availability"
"F4","stm32f411cc","table_30","2","9","Table 30. Typical and maximum current consumption in Standby mode - V = 3.6 V 76"
"F4","stm32f411cc","table_31","3","10","Table 31. Typical and maximum current consumptions in V mode 77 BAT"
"F4","stm32f411cc","table_37","6","7","Table 37. HSE 4-26 MHz oscillator characteristics"
"F4","stm32f411cc","table_38","5","7","Table 38. LSE oscillator characteristics (f = 32.768 kHz) 86 LSE"
"F4","stm32f411cc","table_4","5","10","Table 4. Timer feature comparison"
"F4","stm32f411cc","table_40","3","6","Table 40. LSI oscillator characteristics"
"F4","stm32f411cc","table_43","3","6","Table 43. SSCG parameter constraints"
"F4","stm32f411cc","table_44","3","7","Table 44. Flash memory characteristics"
"F4","stm32f411cc","table_46","5","7","Table 46. Flash memory programming with V voltage 93 PP"
"F4","stm32f411cc","table_47","5","5","Table 47. Flash memory endurance and data retention"
"F4","stm32f411cc","table_49","4","6","Table 49. EMI characteristics for LQFP100"
"F4","stm32f411cc","table_50","4","7","Table 50. ESD absolute maximum ratings"
"F4","stm32f411cc","table_52","5","5","Table 52. I/O current injection susceptibility"
"F4","stm32f411cc","table_56","4","7","Table 56. NRST pin characteristics"
"F4","stm32f411cc","table_6","3","10","Table 6. USART feature comparison"
"F4","stm32f411cc","table_66","5","6","Table 66. ADC accuracy at f = 18 MHz 116 ADC"
"F4","stm32f411cc","table_67","5","6","Table 67. ADC accuracy at f = 30 MHz 116 ADC"
"F4","stm32f411cc","table_68","5","6","Table 68. ADC accuracy at f = 36 MHz 116 ADC"
"F4","stm32f411cc","table_69","4","7","Table 69. ADC dynamic accuracy at f = 18 MHz - limited test conditions 117 ADC"
"F4","stm32f411cc","table_70","4","7","Table 70. ADC dynamic accuracy at f = 36 MHz - limited test conditions 117 ADC"
"F4","stm32f411cc","table_71","5","6","Table 71. Temperature sensor characteristics"
"F4","stm32f411cc","table_73","4","6","Table 73. V monitoring characteristics 121 BAT"
"F4","stm32f411cc","table_74","5","7","Table 74. Embedded internal reference voltage"
"F4","stm32f411cc","table_78","1","5","Table 78. RTC characteristics"
"F4","stm32f411cc","table_8","4","11","Table 8. STM32F411xC/xE pin definitions"
"F4","stm32f411cc","table_88","1","6","Table 88. Limitations depending on the operating power supply range"
"F4","stm32f412ce","table_17","4","7","Table 17. Features depending on the operating power supply range"
"F4","stm32f412ce","table_19","2","5","Table 19. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f412ce","table_20","4","6","Table 20. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f412ce","table_33","3","9","Table 33. Typical and maximum current consumption in Standby mode - V = 1.7 V 96"
"F4","stm32f412ce","table_34","3","9","Table 34. Typical and maximum current consumption in Standby mode - V = 3.6 V 97"
"F4","stm32f412ce","table_35","3","11","Table 35. Typical and maximum current consumptions in V mode 97 BAT"
"F4","stm32f412ce","table_42","6","7","Table 42. LSE oscillator characteristics (f = 32.768 kHz) 109 LSE"
"F4","stm32f412ce","table_47","3","6","Table 47. SSCG parameter constraints"
"F4","stm32f412ce","table_48","3","7","Table 48. Flash memory characteristics"
"F4","stm32f412ce","table_51","5","5","Table 51. Flash memory endurance and data retention"
"F4","stm32f412ce","table_53","4","6","Table 53. EMI characteristics for LQFP144"
"F4","stm32f412ce","table_54","4","6","Table 54. ESD absolute maximum ratings"
"F4","stm32f412ce","table_56","5","5","Table 56. I/O current injection susceptibility"
"F4","stm32f412ce","table_60","4","7","Table 60. NRST pin characteristics"
"F4","stm32f412ce","table_68","3","7","Table 68. QSPI dynamic characteristics in DDR mode"
"F4","stm32f412ce","table_7","4","10","Table 7. USART feature comparison"
"F4","stm32f412ce","table_71","2","6","Table 71. USB OTG FS electrical characteristics"
"F4","stm32f412ce","table_74","5","6","Table 74. ADC accuracy at f = 30 MHz 142 ADC"
"F4","stm32f412ce","table_75","5","6","Table 75. ADC accuracy at f = 36 MHz 142 ADC"
"F4","stm32f412ce","table_76","5","6","Table 76. ADC dynamic accuracy at f = 18 MHz - limited test conditions 142 ADC"
"F4","stm32f412ce","table_77","5","6","Table 77. ADC dynamic accuracy at f = 36 MHz - limited test conditions 142 ADC"
"F4","stm32f412ce","table_78","5","6","Table 78. Temperature sensor characteristics"
"F4","stm32f412ce","table_80","4","6","Table 80. V monitoring characteristics 147 BAT"
"F4","stm32f412ce","table_81","5","7","Table 81. Embedded internal reference voltage"
"F4","stm32f412ce","table_85","5","5","Table 85. Asynchronous non-multiplexed SRAM/PSRAM/NOR read - NWAIT timings"
"F4","stm32f412ce","table_89","4","5","Table 89. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"F4","stm32f412ce","table_91","4","5","Table 91. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"F4","stm32f412ce","table_97","6","7","Table 97. Dynamic characteristics: eMMC characteristics VDD = 1.7 V to 1.9 V"
"F4","stm32f412ce","table_98","1","5","Table 98. RTC characteristics"
"F4","stm32f413cg","table_102","1","5","Table 102. RTC characteristics"
"F4","stm32f413cg","table_18","4","7","Table 18. Features depending on the operating power supply range"
"F4","stm32f413cg","table_20","2","5","Table 20. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f413cg","table_21","4","6","Table 21. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f413cg","table_35","3","9","Table 35. Typical and maximum current consumption in Standby mode - V = 1.7 V 97"
"F4","stm32f413cg","table_36","3","9","Table 36. Typical and maximum current consumption in Standby mode - V = 3.6 V 98"
"F4","stm32f413cg","table_37","3","11","Table 37. Typical and maximum current consumptions in V mode 98 BAT"
"F4","stm32f413cg","table_49","3","6","Table 49. SSCG parameter constraints"
"F4","stm32f413cg","table_50","3","7","Table 50. Flash memory characteristics"
"F4","stm32f413cg","table_53","5","5","Table 53. Flash memory endurance and data retention"
"F4","stm32f413cg","table_55","5","6","Table 55. EMI characteristics for LQFP144"
"F4","stm32f413cg","table_56","3","6","Table 56. ESD absolute maximum ratings"
"F4","stm32f413cg","table_58","5","5","Table 58. I/O current injection susceptibility"
"F4","stm32f413cg","table_59","6","7","Table 59. I/O static characteristics"
"F4","stm32f413cg","table_62","4","7","Table 62. NRST pin characteristics"
"F4","stm32f413cg","table_71","2","7","Table 71. QSPI dynamic characteristics in DDR mode"
"F4","stm32f413cg","table_74","2","6","Table 74. USB OTG FS electrical characteristics"
"F4","stm32f413cg","table_77","5","6","Table 77. ADC accuracy at f = 30 MHz 145 ADC"
"F4","stm32f413cg","table_78","5","6","Table 78. ADC accuracy at f = 36 MHz 145 ADC"
"F4","stm32f413cg","table_79","5","6","Table 79. ADC dynamic accuracy at f = 18 MHz - limited test conditions 145 ADC"
"F4","stm32f413cg","table_80","5","6","Table 80. ADC dynamic accuracy at f = 36 MHz - limited test conditions 145 ADC"
"F4","stm32f413cg","table_81","5","6","Table 81. Temperature sensor characteristics"
"F4","stm32f413cg","table_83","4","6","Table 83. V monitoring characteristics 150 BAT"
"F4","stm32f413cg","table_84","5","7","Table 84. Embedded internal reference voltage"
"F4","stm32f413cg","table_89","5","5","Table 89. Asynchronous non-multiplexed SRAM/PSRAM/NOR read - NWAIT timings"
"F4","stm32f413cg","table_93","4","5","Table 93. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"F4","stm32f415og","table_11","6","5","Table 11. Voltage characteristics"
"F4","stm32f415og","table_15","4","7","Table 15. Limitations depending on the operating power supply range"
"F4","stm32f415og","table_16","4","6","Table 16. VCAP_1/VCAP_2 operating conditions"
"F4","stm32f415og","table_17","2","5","Table 17. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f415og","table_18","4","6","Table 18. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f415og","table_23","4","8","Table 23. Typical and maximum current consumptions in Stop mode"
"F4","stm32f415og","table_24","4","9","Table 24. Typical and maximum current consumptions in Standby mode"
"F4","stm32f415og","table_25","4","9","Table 25. Typical and maximum current consumptions in V mode 94 BAT"
"F4","stm32f415og","table_29","6","6","Table 29. Low-power mode wakeup timings"
"F4","stm32f415og","table_3","3","5","Table 3. Regulator ON/OFF and internal reset ON/OFF availability"
"F4","stm32f415og","table_32","5","7","Table 32. HSE 4-26 MHz oscillator characteristics"
"F4","stm32f415og","table_33","5","7","Table 33. LSE oscillator characteristics (f = 32.768 kHz) 106 LSE"
"F4","stm32f415og","table_35","3","6","Table 35. LSI oscillator characteristics"
"F4","stm32f415og","table_38","3","6","Table 38. SSCG parameters constraint"
"F4","stm32f415og","table_39","3","7","Table 39. Flash memory characteristics"
"F4","stm32f415og","table_42","4","5","Table 42. Flash memory endurance and data retention"
"F4","stm32f415og","table_45","2","6","Table 45. ESD absolute maximum ratings"
"F4","stm32f415og","table_47","5","5","Table 47. I/O current injection susceptibility"
"F4","stm32f415og","table_5","6","10","Table 5. USART feature comparison"
"F4","stm32f415og","table_54","1","5","Table 54. I2C analog filter characteristics"
"F4","stm32f415og","table_60","1","6","Table 60. USB HS DC electrical characteristics"
"F4","stm32f415og","table_63","1","6","Table 63. Ethernet DC electrical characteristics"
"F4","stm32f415og","table_64","4","6","Table 64. Dynamic characteristics: Ethernet MAC signals for SMI"
"F4","stm32f415og","table_68","5","6","Table 68. ADC accuracy at f = 30 MHz 139 ADC"
"F4","stm32f415og","table_69","5","6","Table 69. Temperature sensor characteristics"
"F4","stm32f415og","table_71","4","6","Table 71. V monitoring characteristics 143 BAT"
"F4","stm32f415og","table_72","5","7","Table 72. Embedded internal reference voltage"
"F4","stm32f415og","table_74","3","7","Table 74. DAC characteristics"
"F4","stm32f415og","table_86","6","5","Table 86. Switching characteristics for NAND Flash write cycles"
"F4","stm32f415og","table_87","3","5","Table 87. DCMI characteristics"
"F4","stm32f415og","table_89","1","5","Table 89. RTC characteristics"
"F4","stm32f423ch","table_102","1","5","Table 102. RTC characteristics"
"F4","stm32f423ch","table_18","4","7","Table 18. Features depending on the operating power supply range"
"F4","stm32f423ch","table_20","2","5","Table 20. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f423ch","table_21","4","6","Table 21. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f423ch","table_35","3","9","Table 35. Typical and maximum current consumption in Standby mode - V = 1.7 V 99"
"F4","stm32f423ch","table_36","3","9","Table 36. Typical and maximum current consumption in Standby mode - V = 3.6 V 10"
"F4","stm32f423ch","table_37","3","11","Table 37. Typical and maximum current consumptions in V mode 100 BAT"
"F4","stm32f423ch","table_49","3","6","Table 49. SSCG parameter constraints"
"F4","stm32f423ch","table_50","3","7","Table 50. Flash memory characteristics"
"F4","stm32f423ch","table_53","5","5","Table 53. Flash memory endurance and data retention"
"F4","stm32f423ch","table_55","5","6","Table 55. EMI characteristics for LQFP144"
"F4","stm32f423ch","table_56","3","6","Table 56. ESD absolute maximum ratings"
"F4","stm32f423ch","table_58","5","5","Table 58. I/O current injection susceptibility"
"F4","stm32f423ch","table_59","6","7","Table 59. I/O static characteristics"
"F4","stm32f423ch","table_62","4","7","Table 62. NRST pin characteristics"
"F4","stm32f423ch","table_71","2","7","Table 71. QSPI dynamic characteristics in DDR mode"
"F4","stm32f423ch","table_74","2","6","Table 74. USB OTG FS electrical characteristics"
"F4","stm32f423ch","table_77","5","6","Table 77. ADC accuracy at f = 30 MHz 147 ADC"
"F4","stm32f423ch","table_78","5","6","Table 78. ADC accuracy at f = 36 MHz 147 ADC"
"F4","stm32f423ch","table_79","5","6","Table 79. ADC dynamic accuracy at f = 18 MHz - limited test conditions 147 ADC"
"F4","stm32f423ch","table_80","5","6","Table 80. ADC dynamic accuracy at f = 36 MHz - limited test conditions 147 ADC"
"F4","stm32f423ch","table_81","5","6","Table 81. Temperature sensor characteristics"
"F4","stm32f423ch","table_83","4","6","Table 83. V monitoring characteristics 152 BAT"
"F4","stm32f423ch","table_84","5","7","Table 84. Embedded internal reference voltage"
"F4","stm32f423ch","table_89","5","5","Table 89. Asynchronous non-multiplexed SRAM/PSRAM/NOR read - NWAIT timings"
"F4","stm32f423ch","table_93","4","5","Table 93. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"F4","stm32f427ag","table_10","3","14","Table 10. STM32F427xx and STM32F429xx pin and ball definitions"
"F4","stm32f427ag","table_108","5","5","Table 108. LTDC characteristics"
"F4","stm32f427ag","table_110","1","5","Table 110. RTC characteristics"
"F4","stm32f427ag","table_124","1","6","Table 124. Limitations depending on the operating power supply range"
"F4","stm32f427ag","table_18","4","6","Table 18. Limitations depending on the operating power supply range"
"F4","stm32f427ag","table_20","2","5","Table 20. Operating conditions at power-up / power-down (regulator ON)"
"F4","stm32f427ag","table_21","4","6","Table 21. Operating conditions at power-up / power-down (regulator OFF)"
"F4","stm32f427ag","table_23","6","7","Table 23. Over-drive switching characteristics"
"F4","stm32f427ag","table_27","6","8","Table 27. Typical and maximum current consumptions in Stop mode"
"F4","stm32f427ag","table_28","4","10","Table 28. Typical and maximum current consumptions in Standby mode"
"F4","stm32f427ag","table_29","4","9","Table 29. Typical and maximum current consumptions in V mode 106 BAT"
"F4","stm32f427ag","table_3","4","5","Table 3. Voltage regulator configuration mode versus device operating mode"
"F4","stm32f427ag","table_4","3","5","Table 4. Regulator ON/OFF and internal reset ON/OFF availability"
"F4","stm32f427ag","table_40","4","7","Table 40. LSE oscillator characteristics (f = 32.768 kHz) 121 LSE"
"F4","stm32f427ag","table_42","3","6","Table 42. LSI oscillator characteristics"
"F4","stm32f427ag","table_46","3","6","Table 46. SSCG parameters constraint"
